"시설명","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","설치장소설명","평일운영시작시각","평일운영종료시각","토요일운영시작시각","토요일운영종료시각","공휴일운영시작시각","공휴일운영종료시각","동시사용가능대수","공기주입가능여부","휴대전화충전가능여부","관리기관명","관리기관전화번호","데이터기준일자","제공기관코드","작업일시"
"신정3동 넓은들민원센터","서울특별시","양천구","11470","서울특별시 양천구 남부순환로88길 5-7(신정동)","서울특별시 양천구 신정동 1287-5","37.51143336","126.841513","신정3동 넓은들 민원센터(센터 내부)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 양천구 신정3동 넓은들민원센터","02-2620-5403","2022-10-27","3140000","2023-03-15 14:37:56.0"
"신정종합사회복지관","서울특별시","양천구","11470","서울특별시 양천구 신정중앙로 36(신정동)","서울특별시 양천구 신정동 919-6","37.52730285","126.8555308","신정종합사회복지관(외부 설치)","08:30","20:00","09:00","16:00","00:00","00:00","1","N","N","서울특별시 양천구 신정종합사회복지관","02-2603-1792","2022-10-27","3140000","2023-03-15 14:37:56.0"
"양천어르신종합복지관","서울특별시","양천구","11470","서울특별시 양천구 목동로3길 106(신정동)","서울특별시 양천구 신정동 325-3","37.51044253","126.8586279","양천어르신종합복지관(외부 설치)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","N","서울특별시 양천구 양천어르신종합복지관","02-2649-8815","2022-10-27","3140000","2023-03-15 14:37:56.0"
"지체장애연협회 양천구지회","서울특별시","양천구","11470","서울특별시 양천구 가로공원로 101(신월동)","서울특별시 양천구 신월동 49-11","37.53593022","126.827237","서울특별시지체장애인협회 양천구지회(신월누리복지센터 3층 내부)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 양천구 지체장애연협회 양천구지회","02-2698-5887","2022-10-27","3140000","2023-03-15 14:37:56.0"
"해누리복지관","서울특별시","양천구","11470","서울특별시 양천구 목동동로 159(신정동)","서울특별시 양천구 신정동 319-13","37.51989008","126.8699093","해누리복지관(지하2층 수중활동실 앞)","09:00","18:00","09:00","16:00","00:00","00:00","2","N","N","서울특별시 양천구 해누리복지관","02-2061-2500","2022-10-27","3140000","2023-03-15 14:37:56.0"
"목3동주민센터","서울특별시","양천구","11470","서울특별시 양천구 목동중앙남로16나길 55(목동)","서울특별시 양천구 목동 642-1","37.5447411807","126.8644361561","목3동주민센터(정문)","00:00","23:59","00:00","23:59","00:00","23:59","1","N","N","서울특별시 양천구 목3동 주민센터","02-2620-2980","2022-10-27","3140000","2023-03-15 14:37:56.0"
"신월4동주민센터","서울특별시","양천구","11470","서울특별시 양천구 오목로5길 34(신월동)","서울특별시 양천구 신월동 425-2","37.5246958066","126.8400810556","신월4동주민센터(1층 내부)","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 양천구 신월4동 주민센터","02-2620-4110","2022-10-27","3140000","2023-03-15 14:37:56.0"
"양천구청","서울특별시","양천구","11470","서울특별시 양천구 목동동로 105","서울특별시 양천구 신정동 321-4","37.5170753784","126.8665425419","양천구청 본관 정문 왼쪽","00:00","23:59","00:00","23:59","00:00","23:59","2","N","Y","서울특별시 양천구청","02-2620-4696","2022-10-27","3140000","2023-03-15 14:37:56.0"
"누리장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 방화동로 126 (방화동, 삼정아파트)","서울특별시 강서구 방화동 567-4","37.57195372","126.8119256","지하1층","08:00","22:00","08:00","22:00","08:00","22:00","2","Y","Y","누리장애인자립생활센터","02-2064-0896","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서뇌성마비복지관","서울특별시","강서구","11500","서울특별시 강서구 방화대로45길 69 (방화동)","서울특별시 강서구 방화동 452-5","37.57420914","126.812581","지하2층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강서뇌성마비복지관","02-2662-3491","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서뇌성마비복지관","서울특별시","강서구","11500","서울특별시 강서구 방화대로45길 69 (방화동)","서울특별시 강서구 방화동 452-5","37.57420914","126.812581","5층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강서뇌성마비복지관","02-2662-3491","2022-11-21","3150000","2023-03-15 14:37:56.0"
"기쁜우리체육센터","서울특별시","강서구","11500","서울특별시 강서구 허준로 65 (가양동)","서울특별시 강서구 가양동 1466","37.569309","126.848694","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","기쁜우리체육센터","02-3663-8114","2022-11-21","3150000","2023-03-15 14:37:56.0"
"샬롬의집","서울특별시","강서구","11500","서울특별시 강서구 방화대로7가길 11 (공항동)","서울특별시 강서구 공항동 661-5","37.55688394","126.8156881","1층","09:00","19:00","09:00","19:00","00:00","00:00","2","Y","Y","샬롬의집","02-2662-2488","2022-11-21","3150000","2023-03-15 14:37:56.0"
"남은자장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 공항대로 164 (마곡동)","서울특별시 강서구 마곡동 798-2","37.55932597","126.8255148","710호","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","남은자장애인자립생활센터","02-3664-0874","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서길라장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 양천로 551-24 (가양동, 한화비즈메트로2차)","서울특별시 강서구 가양동 449-21","37.55887046","126.8619586","502호","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강서길라장애인자립생활센터","02-3662-0946","2022-11-21","3150000","2023-03-15 14:37:56.0"
"맑은장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 강서로 466 (등촌동)","서울특별시 강서구 등촌동 684-2","37.56689857","126.8414259","우리벤처타운 201호","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","맑은장애인자립생활센터","02-2605-0420","2022-11-21","3150000","2023-03-15 14:37:56.0"
"기쁜우리복지관","서울특별시","강서구","11500","서울특별시 강서구 허준로 65 (가양동)","서울특별시 강서구 가양동 1466","37.56930927","126.8486944","1층 프론트","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","기쁜우리복지관","02-3665-3831","2022-11-21","3150000","2023-03-15 14:37:56.0"
"방화역","서울특별시","강서구","11500","서울특별시 강서구 금낭화로 지하132 (방화동)","서울특별시 강서구 방화동 829-15","37.577003","126.8126299338","지하1층 계단 옆","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","방화역","02-6311-5101","2022-11-21","3150000","2023-03-15 14:37:56.0"
"개화산역","서울특별시","강서구","11500","서울특별시 강서구 양천로 22 (방화동)","서울특별시 강서구 방화동 846","37.57227002","126.8060017","지하1층 대합실 만남의장소 의자 옆","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","개화산역","02-6311-5111","2022-11-21","3150000","2023-03-15 14:37:56.0"
"김포공항역","서울특별시","강서구","11500","서울특별시 강서구 하늘길 지하77 (방화동)","서울특별시 강서구 방화동 886","37.5621441315","126.8015703201","지하1층 자동발매기 앞 공간","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","김포공항역","02-2656-0902","2022-11-21","3150000","2023-03-15 14:37:56.0"
"마곡나루역","서울특별시","강서구","11500","서울특별시 강서구 마곡중앙5로 지하2 (마곡동)","서울특별시 강서구 마곡동 760-3","37.566793","126.827518","지하1층 휴게공간","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","마곡나루역","02-2656-0905","2022-11-21","3150000","2023-03-15 14:37:56.0"
"양천향교역","서울특별시","강서구","11500","서울특별시 강서구 양천로 지하341 (가양동)","서울특별시 강서구 가양동 159-3","37.568761","126.840818","지하1층 변전실 앞","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","양천향교역","02-2656-0906","2022-11-21","3150000","2023-03-15 14:37:56.0"
"가양역","서울특별시","강서구","11500","서울특별시 강서구 양천로 지하485 (가양동)","서울특별시 강서구 가양동 14-61","37.561554","126.854388","지하1층 엘리베이터 옆","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","가양역","02-2656-0907","2022-11-21","3150000","2023-03-15 14:37:56.0"
"가양역","서울특별시","강서구","11500","서울특별시 강서구 양천로 지하485 (가양동)","서울특별시 강서구 가양동 14-61","37.561554","126.854388","지하1층 중간계단부 용역대기실 앞","05:00","23:59","05:00","23:59","05:00","23:59","2","Y","Y","가양역","02-2656-0907","2022-11-21","3150000","2023-03-15 14:37:56.0"
"공항동주민센터","서울특별시","강서구","11500","서울특별시 강서구 송정로 45 (공항동)","서울특별시 강서구 공항동 60-28","37.55878281","126.8100743","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강서구 공항동주민센터","02-2600-7937","2022-11-21","3150000","2023-03-15 14:37:56.0"
"발산1동주민센터","서울특별시","강서구","11500","서울특별시 강서구 강서로47길 54 (내발산동)","서울특별시 강서구 내발산동 681-5","37.5531163","126.8331774","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강서구 발산1동주민센터","02-2600-7897","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서구청 별관 복지지원센터","서울특별시","강서구","11500","서울특별시 강서구 화곡로 302 (화곡동)","서울특별시 강서구 화곡동 980-16","37.55096551","126.8495322","1층","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","서울특별시 강서구 강서구청 별관 복지지원센터","02-2600-6696","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서구보건소","서울특별시","강서구","11500","서울특별시 강서구 공항대로 561 (염창동)","서울특별시 강서구 염창동 275-12","37.5496484","126.8682802","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강서구보건소","02-2600-5807","2022-11-21","3150000","2023-03-15 14:37:56.0"
"가양7종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 허준로 209 (가양동, 가양7단지아파트)","서울특별시 강서구 가양동 1486","37.56173898","126.8615915","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","가양7종합사회복지관","02-2668-8600","2022-11-21","3150000","2023-03-15 14:37:56.0"
"등촌1종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 강서로68길 36 (등촌동, 등촌주공1,2단지아파트)","서울특별시 강서구 등촌동 687","37.56538683","126.8422565","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","등촌1종합사회복지관","02-2658-1010","2022-11-21","3150000","2023-03-15 14:37:56.0"
"등촌7종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 공항대로43길 104 (등촌동, 등촌주공7,8단지아파트)","서울특별시 강서구 등촌동 707","37.56023933","126.8516942","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","등촌7종합사회복지관","02-2658-6521","2022-11-21","3150000","2023-03-15 14:37:56.0"
"방화2종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 방화대로48길 40 (방화동, 방화2단지아파트)","서울특별시 강서구 방화동 839","37.57424482","126.8201671","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","방화2종합사회복지관","02-2662-6662","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서구립봉제산어르신복지센터","서울특별시","강서구","11500","서울특별시 강서구 초록마을로15길 12 (화곡동)","서울특별시 강서구 화곡동 산41-16","37.54152282","126.8514079","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","강서구립봉제산어르신복지센터","02-2605-1553","2022-11-21","3150000","2023-03-15 14:37:56.0"
"겸재정선미술관","서울특별시","강서구","11500","서울특별시 강서구 양천로47길 36 (가양동)","서울특별시 강서구 가양동 243-1","37.57222297","126.838412","2층","10:00","17:00","10:00","17:00","10:00","17:00","2","Y","Y","겸재정선미술관","02-2659-2206","2022-11-21","3150000","2023-03-15 14:37:56.0"
"등촌3동주민센터","서울특별시","강서구","11500","서울특별시 강서구 화곡로63길 96 (등촌동)","서울특별시 강서구 등촌동 705-4","37.55888771","126.8479185","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","서울특별시 강서구 등촌3동주민센터","02-2600-7445","2022-11-21","3150000","2023-03-15 14:37:56.0"
"가양4종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 양천로57길 37 (가양동, 가양4단지아파트)","서울특별시 강서구 가양동 1478","37.56593184","126.8520692","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","가양4종합사회복지관","02-2668-6689","2022-11-21","3150000","2023-03-15 14:37:56.0"
"가양5종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)","서울특별시 강서구 가양동 1481","37.56462738","126.8535196","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","가양5종합사회복지관","02-2668-4603","2022-11-21","3150000","2023-03-15 14:37:56.0"
"등촌4종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 공항대로39길 59 (등촌동, 등촌4단지주공아파트)","서울특별시 강서구 등촌동 690","37.56225915","126.8428951","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","등촌4종합사회복지관","02-2658-8800","2022-11-21","3150000","2023-03-15 14:37:56.0"
"등촌9종합사회복지관","서울특별시","강서구","11500","서울특별시 강서구 화곡로63가길 92 (등촌동, 등촌9단지주공아파트)","서울특별시 강서구 등촌동 704","37.5619516","126.8502091","1층","09:00","18:00","00:00","00:00","00:00","00:00","2","Y","Y","등촌9종합사회복지관","02-2658-4127","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서다솔장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 양천로57길 36 (가양동, 가양5단지아파트)","서울특별시 강서구 가양동 1481","37.56462738","126.8535196","지하 106호","09:30","17:30","00:00","00:00","00:00","00:00","2","Y","Y","강서다솔장애인자립생활센터","070-4200-2136","2022-11-21","3150000","2023-03-15 14:37:56.0"
"강서구 장애인단체 총연합회","서울특별시","강서구","11500","서울특별시 강서구 공항대로 247 (마곡동)","서울특별시 강서구 마곡동 797-1","37.55931354","126.8352392","619호","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울특별시 강서구 장애인단체 총연합회","02-6346-3918","2022-11-21","3150000","2023-03-15 14:37:56.0"
"허니장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 공항대로 228 (마곡동)","서울특별시 강서구 마곡동 800-5","37.55863275","126.8326742","1002호","09:00","18:00","00:00","00:00","00:00","00:00","2","N","Y","허니장애인자립생활센터","02-2661-7724","2022-11-21","3150000","2023-03-15 14:37:56.0"
"행복을파는장사꾼","서울특별시","강서구","11500","서울특별시 강서구 까치산로 134 (화곡동)","서울특별시 강서구 화곡동 958-12","37.5492806","126.8514125","3층","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","행복을파는장사꾼","02-2065-1591","2022-11-21","3150000","2023-03-15 14:37:56.0"
"꿈장애인자립생활센터","서울특별시","강서구","11500","서울특별시 강서구 화곡로31다길 11 (화곡동, 윤탁아트리움아파트)","서울특별시 강서구 화곡동 1026-18","37.54479691","126.8381485","지상층","10:00","17:00","00:00","00:00","00:00","00:00","2","N","Y","꿈장애인자립생활센터","02-2691-2692","2022-11-21","3150000","2023-03-15 14:37:56.0"
"장애여성인력개발센터","서울특별시","강서구","11500","서울특별시 강서구 화곡로 346 (화곡동)","서울특별시 강서구 화곡동 1111-2","37.55450913","126.8520186","2층","09:00","18:00","00:00","00:00","00:00","00:00","1","N","N","장애여성인력개발센터","02-6929-0002","2022-11-21","3150000","2023-03-15 14:37:56.0"
"서대문구청","서울특별시","서대문구","11410","서울특별시 서대문구 연희로 248","서울특별시 서대문구 연희동 168-6","37.5791546257","126.9367591751","서대문구청","09:00","20:00","09:00","17:00","00:00","00:00","2","N","N","서대문구청","02-330-1266","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문보건소","서울특별시","서대문구","11410","서울특별시 서대문구 연희로 242","서울특별시 서대문구 연희동 165-2","37.5786098046","126.9362748775","서대문보건소","09:00","19:00","00:00","00:00","00:00","00:00","2","N","N","서대문보건소","02-330-1808","2022-10-31","3120000","2023-03-15 14:37:56.0"
"충현동자치회관","서울특별시","서대문구","11410","서울특별시 서대문구 경기대로 40","서울특별시 서대문구 충정로3가 185-2","37.5629329698","126.9623757147","충현동자치회관","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","충현동자치회관","02-330-4320","2022-10-31","3120000","2023-03-15 14:37:56.0"
"충현동주민센터","서울특별시","서대문구","11410","","서울특별시 서대문구 충정로3가 185-2","37.5629329698","126.9623757147","충현동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","충현동주민센터","02-330-4320","2022-10-31","3120000","2023-03-15 14:37:56.0"
"신촌동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 연세로2나길 47","서울특별시 서대문구 창천동 4-62","37.5578175386","126.9395459726","신촌동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","신촌동주민센터","02-330-8195","2022-10-31","3120000","2023-03-15 14:37:56.0"
"연희동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 연희로 189","서울특별시 서대문구 연희동 77-9","37.5738870295","126.9352206969","연희동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","연희동주민센터","02-330-8248","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍제1동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 통일로 435-1","","37.5877060639","126.9448892180","홍제1동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍제1동주민센터","02-330-8284","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍제2동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 통일로34길 27","서울특별시 서대문구 홍제동 459-4","37.5861054747","126.9493691447","홍제2동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍제2동주민센터","02-330-8568","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍제3동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 세검정로4길 32","서울특별시 서대문구 홍제동 7-13","37.5937665695","126.9496910801","홍제3동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍제3동주민센터","02-330-8431","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍은1동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 홍은중앙로 85","서울특별시 서대문구 홍은동 11-853","37.5988529944","126.9471453254","홍은1동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍은1동주민센터","02-330-8482","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍은2동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 모래내로 334","서울특별시 서대문구 홍은동 273-10","37.5801082528","126.9341504478","홍은2동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍은2동주민센터","02-330-8662","2022-10-31","3120000","2023-03-15 14:37:56.0"
"남가좌1동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 모래내로 15길 37","서울특별시 서대문구 남가좌동 385-3","37.5732748714","126.9197796863","남가좌1동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","남가좌1동주민센터","02-330-6789","2022-10-31","3120000","2023-03-15 14:37:56.0"
"남가좌2동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 증가로10길 28","서울특별시 서대문구 남가좌동 342-7","37.5784340585","126.9238668514","남가좌2동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","남가좌2동주민센터","02-330-8544","2022-10-31","3120000","2023-03-15 14:37:56.0"
"북가좌1동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 수색로 100-55(북가좌동)","서울특별시 서대문구 북가좌동 477","37.5743684898","126.9101368764","북가좌1동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","북가좌1동주민센터","02-330-8581","2022-10-31","3120000","2023-03-15 14:37:56.0"
"북가좌2동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 응암로1길 10(북가좌동)","서울특별시 서대문구 북가좌동 324-13","37.5814909121","126.9111755341","북가좌2동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","북가좌2동주민센터","02-330-8585","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문형무소","서울특별시","서대문구","11410","서울특별시 서대문구 통일로 251","서울특별시 서대문구 현저동 101","37.5746085138","126.9556117748","서대문형무소","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서대문형무소","000-0000-0000","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문형무소","서울특별시","서대문구","11410","서울특별시 서대문구 통일로 251","서울특별시 서대문구 현저동 101","37.5746085138","126.9556117748","서대문형무소","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서대문형무소","000-0000-0000","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문장애인종합복지관","서울특별시","서대문구","11410","서울특별시 서대문구 북아현로 24","서울특별시 서대문구 북아현동 129-37","37.5594709598","126.9570364048","서대문장애인종합복지관","09:00","09:00","20:00","09:00","17:00","00:00","2","N","N","서대문장애인종합복지관","02-3140-3012","2022-10-31","3120000","2023-03-15 14:37:56.0"
"시립서대문농아인복지관","서울특별시","서대문구","11440","서울특별시 서대문구 수색로4가길 23","서울특별시 서대문구 남가좌동 270-1","37.5706961540","126.9138002490","시립서대문농아인복지관","09:00","09:00","19:00","00:00","00:00","00:00","2","N","N","시립서대문농아인복지관","02-3156-6699","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문햇살아래장애인자립생활센터(수리센터)","서울특별시","서대문구","11440","서울특별시 서대문구 통일로28길 12","서울특별시 서대문구 홍제동 20-4","37.5836592955","126.9504708085","서대문햇살아래장애인자립생활센터(수리센터)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서대문햇살아래장애인자립생활센터(수리센터)","02-379-6692","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서울지체장애인협회 서대문구지회","서울특별시","서대문구","11410","서울특별시 서대문구 세검정로 78-19","서울특별시 서대문구 홍제동 279-30","37.5951873274","126.9490245371","서울지체장애인협회 서대문구지회","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서울지체장애인협회 서대문구지회","02-379-1062","2022-10-31","3120000","2023-03-15 14:37:56.0"
"무악재역","서울특별시","서대문구","11410","서울특별시 서대문구 통일로 358-1","서울특별시 서대문구 홍제동 26-1","37.5824247998","126.9505790666","무악재역","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","무악재역","02-6110-3251","2022-10-31","3120000","2023-03-15 14:37:56.0"
"충정로역(2호선)","서울특별시","서대문구","11410","","서울특별시 서대문구 충정로3가 319-1","37.5598377952","126.9644740437","충정로역(2호선)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","충정로역(2호선)","02-6110-1585","2022-10-31","3120000","2023-03-15 14:37:56.0"
"충정로역(5호선)","서울특별시","서대문구","11410","","서울특별시 서대문구 충정로3가 248-1","37.5609934378","126.9633732553","충정로역(5호선)","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","충정로역(5호선)","02-6110-1585","2022-10-31","3120000","2023-03-15 14:37:56.0"
"이대역","서울특별시","서대문구","11410","서울특별시 마포구 신촌로 180","서울특별시 마포구 염리동 8-85","37.5565092992","126.9454857718","이대역","09:00","19:00","00:00","00:00","00:00","00:00","2","N","N","이대역","02-6110-1585","2022-10-31","3120000","2023-03-15 14:37:56.0"
"아현역","서울특별시","서대문구","11410","서울특별시 마포구 신촌로 270","서울특별시 마포구 아현동 354-23","37.5571213001","126.9557106535","아현역","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","아현역","02-6110-2420","2022-10-31","3120000","2023-03-15 14:37:56.0"
"독립문역","서울특별시","서대문구","11410","","서울특별시 서대문구 현저동 101","37.5761055433","126.9554445886","독립문역","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","독립문역","02-6110-3261","2022-10-31","3120000","2023-03-15 14:37:56.0"
"안산자락길","서울특별시","서대문구","11410","","서울특별시 서대문구 봉원동 산1","37.5758236373","126.9463981739","안산자락길","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","안산자락길","02-330-1266","2022-10-31","3120000","2023-03-15 14:37:56.0"
"안산자락길","서울특별시","서대문구","11410","","서울특별시 서대문구 봉원동 산1","37.5758236373","126.9463981739","안산자락길","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","안산자락길","02-330-1266","2022-10-31","3120000","2023-03-15 14:37:56.0"
"연세대학교 인권센터","서울특별시","서대문구","11410","서울특별시 서대문구 연세로 50","서울특별시 서대문구 신촌동 134","37.5638064365","126.9429309406","연세대학교 인권센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","연세대학교 인권센터","02-2123-2114","2022-10-31","3120000","2023-03-15 14:37:56.0"
"연세대학교 재활학교","서울특별시","서대문구","11410","서울특별시 서대문구 연세로 50","서울특별시 서대문구 신촌동 134","37.5638064365","126.9429309406","연세대학교 재활학교","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","연세대학교 재활학교","02-2123-2114","2022-10-31","3120000","2023-03-15 14:37:56.0"
"이화여자대학교","서울특별시","서대문구","11410","서울특별시 서대문구 이화여대길 52","서울특별시 서대문구 대현동 11-1","37.5644645178","126.9502888377","이화여자대학교","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","이화여자대학교","02-3277-2114","2022-10-31","3120000","2023-03-15 14:37:56.0"
"홍록배드민턴장","서울특별시","서대문구","11410","","서울특별시 서대문구 홍은동 산1-85","37.6029122640","126.9420239968","홍록배드민턴장","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","홍록배드민턴장","02-330-1266","2022-10-31","3120000","2023-03-15 14:37:56.0"
"가좌역","서울특별시","서대문구","11410","서울특별시 서대문구 수색로 27","","37.5688870324","126.9151497912","가좌역","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","가좌역","1544-7788","2022-10-31","3120000","2023-03-15 14:37:56.0"
"천연동주민센터","서울특별시","서대문구","11410","서울특별시 서대문구 성산로 694","서울특별시 서대문구 영천동 101","37.5711148935","126.9590677168","천연동주민센터","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","천연동주민센터","02-330-8245","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문자연사박물관","서울특별시","서대문구","11410","서울특별시 서대문구 연희로 32길 51","서울특별시 서대문구 연희동 141-52","37.5767519879","126.9378581691","서대문자연사박물관","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서대문자연사박물관","02-330-8854","2022-10-31","3120000","2023-03-15 14:37:56.0"
"서대문문화체육회관","서울특별시","서대문구","11410","서울특별시 서대문구 백련사길 39","서울특별시 서대문구 홍은동 산 26-155","37.5807597279","126.9315574406","서대문문화체육회관","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","서대문문화체육회관","02-360-8682","2022-10-31","3120000","2023-03-15 14:37:56.0"
"이진아도서관","서울특별시","서대문구","11410","서울특별시 서대문구 독립문공원길 80","서울특별시 서대문구 현저동 101","37.5729542638","126.9555490252","이진아도서관","09:00","18:00","00:00","00:00","00:00","00:00","2","N","N","이진아도서관","02-360-8627","2022-10-31","3120000","2023-03-15 14:37:56.0"
"관악구종합청사","서울특별시","관악구","11620","서울특별시 관악구 관악로 145 관악구청 1동","서울특별시 관악구 봉천동 1570-1","37.47821067","126.951503","1층 로비","09:00","18:00","09:00","18:00","09:00","18:00","2","Y","N","서울특별시 관악구청 행정지원과","02-879-5192","2022-10-15","3200000","2023-03-15 14:37:56.0"
